24.794 7.55525 -50 0 -3.31037 -4.07531 -3.36921 6.61892 6.1719 -15.6426 6.91678 18.6221 13.6757 2.89949 22.8419 -1.68719 18.9565 13.7495 33.614 -8.43594 31.4383 22.1411 33.4842 2.20632 
-22.08 -18 -50 -1.33227e-15 -28.218 -11.8294 -28.3412 -2.83412 -25.4329 -18.0327 -26.3166 6.84953 -15.8212 -6.20938 -10.2923 -16.5016 -14.6904 5.76803 -1.87132 -29.0905 -2.46674 20.7546 -1.10578 -5.5289 
-22.08 18 -50 1.33227e-15 -27.8483 2.7109 -27.7251 11.4597 -25.1374 -6.40758 -25.4329 18.0327 -15.8212 6.20938 -14.6904 -5.76803 -10.2923 16.5016 -2.46674 -20.7546 -1.87132 29.0905 -1.10578 5.5289 
-42.1009 28.0275 -50.0039 0.0445677 -42.321 3.91703 -43.1725 10.8996 -36.7204 -4.68246 -43.1725 20.7773 -33.6398 15.0332 -25.0926 -4.59619 -26.5387 23.0513 -12.7615 -21.7064 -15.6239 30.5321 -13.9541 11.8073 
-42.1009 -28.0275 -50.0039 -0.0445677 -44.3602 -10.7204 -42.2654 -1.84834 -41.5261 -21.9336 -36.9668 5.91469 -34.024 -14.0349 -26.5387 -23.0513 -25.0926 4.59619 -15.6239 -30.5321 -12.7615 21.7064 -13.9541 -11.8073 
-26.9541 31.6055 -50.0019 0.0216974 -31.2986 4.55924 -32.1611 15.2796 -26.3697 -3.32701 -30.5365 24.7525 -20.6696 14.5453 -15.4627 -2.32561 -17.5224 25.0927 -5.82402 -19.9438 -4.253 30.7917 -4.76336 13.5245 
-26.9541 -31.6055 -50.0019 -0.0216974 -32.2844 -16.8815 -32.4076 -6.40758 -29.2038 -25.0142 -27.8483 2.7109 -20.6696 -14.5453 -17.5224 -25.0927 -15.4627 2.32561 -4.253 -30.7917 -5.82402 19.9438 -4.76336 -13.5245 
-2.64407 -22.2342 -50.0001 -0.0696938 -13.9242 -14.1706 -13.3081 -0.616114 -9.7346 -24.2749 -9.48815 12.3223 -4.16794 -9.3566 2.72546 -16.8719 5.97005 -1.81697 10.9018 -25.0483 19.0782 -1.68719 18.9484 -15.3145 
-2.64407 22.2342 -50.0001 0.0696938 -13.3081 0.616114 -13.9242 14.1706 -9.48815 -12.3223 -9.7346 24.2749 -4.16794 9.3566 5.97005 1.81697 2.72546 16.8719 19.0782 1.68719 10.9018 25.0483 18.9484 15.3145 
12.0562 9.13349 -50 0 -4.22266 -1.88672 -5.30078 8.26562 0.319236 -13.3015 4.25648 23.5171 8.04659 3.76373 17.0017 -0.648918 13.4975 12.8486 30.7587 -4.28286 31.2779 17.391 31.0183 7.65724 
12.0562 -9.13349 -50 -0 -5.30078 -8.26562 -4.22266 1.88672 4.25648 -23.5171 0.319236 13.3015 8.04659 -3.76373 13.4975 -12.8486 17.0017 0.648918 31.2779 -17.391 30.7587 4.28286 31.0183 -7.65724 
12.8486 0 -50 1.31718e-49 -5.38394 -5.17933 -5.38394 5.17933 2.03566 -21.7716 2.03566 21.7716 4.53423 0.313976 9.46994 -11.7762 9.60251 11.7099 29.8502 -7.26789 29.8502 7.26789 30.1098 0.129784 
0.12 -13.21 -50 3.45163e-33 -13.9498 -11.7383 -14.6303 -0.51036 -10.3507 -21.6872 -11.4597 12.1991 -4.84842 -5.27372 1.29784 -18.6889 6.09983 -4.67221 12.4592 -24.9185 18.6889 0.648918 18.8186 -12.8486 
0.12 13.21 -50 -3.45163e-33 -14.6303 0.51036 -13.9498 11.7383 -11.4597 -12.1991 -10.3507 21.6872 -4.84842 5.27372 6.09983 4.67221 1.29784 18.6889 18.6889 -0.648918 12.4592 24.9185 18.8186 12.8486 
-0.129784 0 -50 -3.0163e-18 -13.3136 -5.03662 -13.3136 5.03662 -8.62134 -16.9163 -8.62134 16.9163 -1.9199 0.0603244 5.35127 -10.2275 5.35127 10.2275 13.8869 -10.772 13.8869 10.772 13.7453 -0.297459 
-11.9868 0 -50 -9.98821e-18 -16.7583 -5.66825 -16.7583 5.66825 -11.4597 -16.1422 -11.4597 16.1422 -4.93348 -0.08506 -1.47867 -12.5687 -1.47867 12.5687 9.73378 -18.6889 9.73378 18.6889 5.01854 -0.08506 
-11.99 -18 -50 -1.65754e-16 -18.9763 -14.6635 -18.237 -0.616114 -15.7725 -24.5213 -12.3223 9.61137 -7.52745 -9.47421 -1.03827 -20.1165 -0.778702 -0.519135 7.65724 -27.7737 8.82529 8.56572 9.21464 -9.34443 
-11.99 9 -50 -0 -19.2227 -0 -19.5924 9.24171 -15.7725 -9.7346 -16.019 19.9621 -6.74875 6.22962 -2.46589 -4.67221 -4.02329 16.7421 5.19135 -13.1082 5.97005 25.4376 5.44384 6.54962 
-11.99 18 -50 1.65754e-16 -18.237 0.616114 -18.9763 14.6635 -12.3223 -9.61137 -15.7725 24.5213 -7.52745 9.47421 -0.778702 0.519135 -1.03827 20.1165 8.82529 -8.56572 7.65724 27.7737 9.21464 9.34443 
